hospital_name,hospital_address,state,peer_group,hospital_type,interval,time_period,resuscitation_cohort_percent_patient_seen_on_time,emergency_cohort_percent_patient_seen_on_time,urgent_cohort_percent_patient_seen_on_time,semi_urgent_cohort_percent_patient_seen_on_time,non_urgent_cohort_percent_patient_seen_on_time,hospital_latitude,hospital_longitude,hospital_location_type,hospital_postal_code,hospital_formatted_address,hospital_place_id
"Sir Charles Gairdner Hospital Hospital,","Sir Charles Gairdner Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,75,58,61,84,-31.9669399,115.8170819,GEOMETRIC_CENTER,Australia,"Hospital Ave, Nedlands WA 6009, Australia",ChIJd5da1eKkMioRROsGv_x33oA
"South Metropolitan Health Service (WA) Hospital,","South Metropolitan Health Service (WA) Hospital, Western Australia, Australia",Western Australia,Not peered,Local hospital network,FY,2018–19,100,72,32,54,87,-32.068644,115.8458136,ROOFTOP,Western Australia,"14 Barry Marshall Parade, Murdoch WA 6150, Australia",ChIJZxZW22-hMioR4oIB3SJCD94
"St John of God Midland Public Hospital Hospital,","St John of God Midland Public Hospital Hospital, Western Australia, Australia",Western Australia,100%,Hospital,FY,2018–19,100,83,40,57,92,-31.8945381,116.0071519,ROOFTOP,Western Australia,"1 Clayton St, Midland WA 6056, Australia",ChIJvTqFMT64MioRibTSgCE1adY
"WA Country Health Service Hospital,","WA Country Health Service Hospital, Western Australia, Australia",Western Australia,Not peered,Local hospital network,FY,2018–19,100,83,73,79,94,-31.9547134,115.8681712,ROOFTOP,Western Australia,"189 Wellington St, Perth WA 6000, Australia",ChIJBUF39SqlMioROU72ZB0wBTA
"Western Australia Hospital,","Western Australia Hospital, Western Australia, Australia",Western Australia,100%,State,FY,2018–19,100,78,48,64,91,-31.957718,115.845739,ROOFTOP,City of Perth,"#3/140 Mounts Bay Rd, Perth WA 6000, Australia",ChIJA1kJ9CmlMioRrdb6MAKZ6Ew
"Launceston General Hospital Hospital,","Launceston General Hospital Hospital, Tasmania, Australia",Tasmania,100%,Hospital,FY,2018–19,100,70,54,66,91,-41.446469,147.141317,ROOFTOP,Tasmania,"274-280 Charles St, Launceston TAS 7250, Australia",ChIJVc6wIs-mcKoR0HpRtE7JAw8
"Mersey Community Hospital Hospital,","Mersey Community Hospital Hospital, Tasmania, Australia",Tasmania,100%,Hospital,FY,2018–19,98,89,82,83,96,-41.2291503,146.4221935,GEOMETRIC_CENTER,Australia,"Torquay Rd, Latrobe TAS 7307, Australia",ChIJdZIQQxC2cmsR41C2ArlT1T4
"North West Regional Hospital Hospital,","North West Regional Hospital Hospital, Tasmania, Australia",Tasmania,100%,Hospital,FY,2018–19,100,90,78,75,90,-41.0474171,145.8805275,ROOFTOP,Tasmania,"23 Brickport Rd, Burnie TAS 7320, Australia",ChIJSZkfqufre6oRYHpRtE7JAw8
"Royal Hobart Hospital Hospital,","Royal Hobart Hospital Hospital, Tasmania, Australia",Tasmania,100%,Hospital,FY,2018–19,100,62,37,44,76,-42.8800242,147.3298942,ROOFTOP,Tasmania,"48 Liverpool St, Hobart TAS 7000, Australia",ChIJBc9kQ4N1bqoRXAClegry2m0
"Tasmania Hospital,","Tasmania Hospital, Tasmania, Australia",Tasmania,100%,State,FY,2018–19,100,72,56,64,85,-41.2291503,146.4221935,GEOMETRIC_CENTER,Australia,"Torquay Rd, Latrobe TAS 7307, Australia",ChIJdZIQQxC2cmsR41C2ArlT1T4
"Tasmanian Health Service Hospital,","Tasmanian Health Service Hospital, Tasmania, Australia",Tasmania,Not peered,Local hospital network,FY,2018–19,100,72,56,64,85,-41.2291503,146.4221935,GEOMETRIC_CENTER,Australia,"Torquay Rd, Latrobe TAS 7307, Australia",ChIJdZIQQxC2cmsR41C2ArlT1T4
"Alice Springs Hospital Hospital,","Alice Springs Hospital Hospital, Northern Territory, Australia",Northern Territory,100%,Hospital,FY,2018–19,100,76,64,62,94,-23.7062781,133.8778358,ROOFTOP,Northern Territory,"6 Gap Rd, The Gap NT 0870, Australia",ChIJYSAbwUUZMisRAPWD3LpoKUA
"Central Australia (NT) Hospital,","Central Australia (NT) Hospital, Northern Territory, Australia",Northern Territory,Not peered,Local hospital network,FY,2018–19,100,76,65,69,96,-23.7062781,133.8778358,ROOFTOP,Northern Territory,"6 Gap Rd, The Gap NT 0870, Australia",ChIJYSAbwUUZMisRAPWD3LpoKUA
"Gove Hospital Hospital,","Gove Hospital Hospital, Northern Territory, Australia",Northern Territory,100%,Hospital,FY,2018–19,100,72,77,81,94,-12.1864846,136.7773472,GEOMETRIC_CENTER,Australia,"Matthew Flinders Way, Nhulunbuy NT 0880, Australia",ChIJBWOgpPOA3WkR_YvQPrOx6HI
"Katherine Hospital Hospital,","Katherine Hospital Hospital, Northern Territory, Australia",Northern Territory,100%,Hospital,FY,2018–19,100,66,79,80,91,-14.4398685,132.2711835,GEOMETRIC_CENTER,Australia,"Katherine Hospital, Katherine NT 0850, Australia",ChIJFexkEH6VuiwRfl6jW_RgmpI
"Northern Territory Hospital,","Northern Territory Hospital, Northern Territory, Australia",Northern Territory,100%,State,FY,2018–19,100,67,54,65,92,-12.3554775,130.882915,ROOFTOP,Northern Territory,"105 Rocklands Dr, Tiwi NT 0810, Australia",ChIJyR4nrVTrwCwRkHSwDakXAg8
"Palmerston Regional Hospital Hospital,","Palmerston Regional Hospital Hospital, Northern Territory, Australia",Northern Territory,100%,Hospital,FY,2018–19,100,78,47,56,87,-12.4759798,131.0039917,GEOMETRIC_CENTER,Australia,"Linco Rd, Holtze NT 0829, Australia",ChIJl69N69a8wCwRqTIwTo4KpIU
"Royal Darwin Hospital Hospital,","Royal Darwin Hospital Hospital, Northern Territory, Australia",Northern Territory,100%,Hospital,FY,2018–19,100,58,39,59,90,-12.3554775,130.882915,ROOFTOP,Northern Territory,"105 Rocklands Dr, Tiwi NT 0810, Australia",ChIJyR4nrVTrwCwRkHSwDakXAg8
"Tennant Creek Hospital Hospital,","Tennant Creek Hospital Hospital, Northern Territory, Australia",Northern Territory,100%,Hospital,FY,2018–19,100,72,82,89,97,-19.6483214,134.1873859,ROOFTOP,Northern Territory,"45 Schmidt St, Tennant Creek NT 0860, Australia",ChIJ8bs1kmFMTCsRcHSwDakXAg8
"Top End (NT) Hospital,","Top End (NT) Hospital, Northern Territory, Australia",Northern Territory,Not peered,Local hospital network,FY,2018–19,100,64,48,63,91,-12.3554775,130.882915,ROOFTOP,Northern Territory,"105 Rocklands Dr, Tiwi NT 0810, Australia",ChIJyR4nrVTrwCwRkHSwDakXAg8
"Australian Capital Territory Hospital,","Australian Capital Territory Hospital,  Australian Capital Territory, Australia", Australian Capital Territory,Not peered,Local hospital network,FY,2018–19,100,74,32,47,83,-35.3475714,149.1013646,GEOMETRIC_CENTER,2605,"Yamba Dr, Garran ACT 2605, Australia",ChIJHXWSFbW0F2sRq94WziR28qQ
"Calvary Public Hospital Hospital,","Calvary Public Hospital Hospital,  Australian Capital Territory, Australia", Australian Capital Territory,100%,Hospital,FY,2018–19,100,79,40,56,87,-35.2530791,149.0878588,ROOFTOP,Australia,"5 Mary Potter Cct, Bruce ACT 2617, Australia",ChIJT-ePWVmtF2sRxyW8e_SCqqM
"The Canberra Hospital Hospital,","The Canberra Hospital Hospital,  Australian Capital Territory, Australia", Australian Capital Territory,100%,Hospital,FY,2018–19,100,71,25,42,81,-35.3475714,149.1013646,GEOMETRIC_CENTER,2605,"Yamba Dr, Garran ACT 2605, Australia",ChIJHXWSFbW0F2sRq94WziR28qQ
